ID,Pokemon,Japanese,Species,Stats,Types,Resistances,Weaknesses,Images,Description,Abilities,Evolution
#242,Blissey,Happinas,Happiness Pokémon,"['HP: 255', 'Attack: 10', 'Defense: 10', 'Sp.Atk: 75', 'Sp.Def: 135', 'Speed: 55', 'Total: 540']",Normal,['None'],['Fighting 2x'],https://cdn.bulbagarden.net/upload/thumb/5/56/242Blissey.png/250px-242Blissey.png,Anyone who takes even one bite of Blissey's egg becomes unfailingly caring and pleasant to everyone.,"['Natural Cure or Serene Grace', 'Healer (Hidden Ability)']",
#243,Raikou,Raikou,Thunder Pokémon,"['HP: 90', 'Attack: 85', 'Defense: 75', 'Sp.Atk: 115', 'Sp.Def: 100', 'Speed: 115', 'Total: 580']",Electric,"['Flying 0.5x', 'Electric 0.5x', 'Steel 0.5x']",['Ground 2x'],https://cdn.bulbagarden.net/upload/thumb/c/c1/243Raikou.png/250px-243Raikou.png,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.,"['Pressure', 'Inner Focus (Hidden Ability)', 'Volt Absorb (Hidden Ability) *']",
#244,Entei,Entei,Volcano Pokémon,"['HP: 115', 'Attack: 115', 'Defense: 85', 'Sp.Atk: 90', 'Sp.Def: 75', 'Speed: 100', 'Total: 580']",Fire,"['Bug 0.5x', 'Grass 0.5x', 'Fairy 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Ice 0.5x']","['Ground 2x', 'Rock 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/f/f9/244Entei.png/250px-244Entei.png,"Volcanoes erupt when it barks. Unable to restrain its extreme power, it races headlong around the land.","['Pressure', 'Inner Focus (Hidden Ability)', 'Flash Fire (Hidden Ability) *']",
#245,Suicune,Suicune,Aurora Pokémon,"['HP: 100', 'Attack: 75', 'Defense: 115', 'Sp.Atk: 90', 'Sp.Def: 115', 'Speed: 85', 'Total: 580']",Water,"['Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x']","['Grass 2x', 'Electric 2x']",https://cdn.bulbagarden.net/upload/thumb/d/da/245Suicune.png/250px-245Suicune.png,"Said to be the reincarnation of north winds, it can instantly purify filthy, murky water.","['Pressure', 'Inner Focus (Hidden Ability)', 'Water Absorb (Hidden Ability) *']",
#246,Larvitar,Yogiras,Rock Skin Pokémon,"['HP: 50', 'Attack: 64', 'Defense: 50', 'Sp.Atk: 45', 'Sp.Def: 50', 'Speed: 41', 'Total: 300']",Rock/Ground,"['Normal 0.5x', 'Flying 0.5x', 'Poison 0.25x', 'Rock 0.5x', 'Fire 0.5x']","['Ground 2x', 'Fighting 2x', 'Grass 4x', 'Steel 2x', 'Water 4x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/7/70/246Larvitar.png/250px-246Larvitar.png,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow.","['Guts', 'Sand Veil (Hidden Ability)']",
#247,Pupitar,Sanagiras,Hard Shell Pokémon,"['HP: 70', 'Attack: 84', 'Defense: 70', 'Sp.Atk: 65', 'Sp.Def: 70', 'Speed: 51', 'Total: 410']",Rock/Ground,"['Normal 0.5x', 'Flying 0.5x', 'Poison 0.25x', 'Rock 0.5x', 'Fire 0.5x']","['Ground 2x', 'Fighting 2x', 'Grass 4x', 'Steel 2x', 'Water 4x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/a/a1/247Pupitar.png/250px-247Pupitar.png,"Its shell is as hard as sheet rock, and it is also very strong. Its Thrashing can topple a mountain.",['Shed Skin'],
#248,Tyranitar,Bangiras,Armor Pokémon,"['HP: 100', 'Attack: 134', 'Defense: 110', 'Sp.Atk: 95', 'Sp.Def: 100', 'Speed: 61', 'Total: 600']",Rock/Dark,"['Normal 0.5x', 'Flying 0.5x', 'Poison 0.5x', 'Ghost 0.5x', 'Fire 0.5x', 'Dark 0.5x']","['Ground 2x', 'Fighting 4x', 'Bug 2x', 'Grass 2x', 'Fairy 2x', 'Steel 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/8/82/248Tyranitar.png/250px-248Tyranitar.png,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies.","['Sand Stream (Tyranitar)', 'Unnerve (Hidden Ability)', 'Sand Stream (Mega Tyranitar)']",
#249,Lugia,Lugia,Diving Pokémon,"['HP: 106', 'Attack: 90', 'Defense: 130', 'Sp.Atk: 90', 'Sp.Def: 154', 'Speed: 110', 'Total: 680']",Psychic/Flying,"['Fighting 0.25x', 'Grass 0.5x', 'Psychic 0.5x']","['Rock 2x', 'Electric 2x', 'Ghost 2x', 'Ice 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/4/44/249Lugia.png/250px-249Lugia.png,It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.,"['Pressure', 'Multiscale (Hidden Ability)']",
#250,Ho-Oh,Houou,Rainbow Pokémon,"['HP: 106', 'Attack: 130', 'Defense: 90', 'Sp.Atk: 110', 'Sp.Def: 154', 'Speed: 90', 'Total: 680']",Fire/Flying,"['Fighting 0.5x', 'Bug 0.25x', 'Grass 0.25x', 'Fairy 0.5x', 'Steel 0.5x', 'Fire 0.5x']","['Rock 4x', 'Electric 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/6/67/250Ho-Oh.png/250px-250Ho-Oh.png,Legends claim this Pokémon flies the world's skies continuously on its magnificent seven-colored wings.,"['Pressure', 'Regenerator (Hidden Ability)']",
#251,Celebi,Celebi,Time Travel Pokémon,"['HP: 100', 'Attack: 100', 'Defense: 100', 'Sp.Atk: 100', 'Sp.Def: 100', 'Speed: 100', 'Total: 600']",Psychic/Grass,"['Ground 0.5x', 'Fighting 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Psychic 0.5x', 'Water 0.5x']","['Flying 2x', 'Poison 2x', 'Bug 4x', 'Ghost 2x', 'Fire 2x', 'Ice 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/e/e7/251Celebi.png/250px-251Celebi.png,This Pokémon wanders across time. Grass and trees flourish in the forests in which it has appeared.,['Natural Cure'],
#252,Treecko,Kimori,Wood Gecko Pokémon,"['HP: 40', 'Attack: 45', 'Defense: 35', 'Sp.Atk: 65', 'Sp.Def: 55', 'Speed: 70', 'Total: 310']",Grass,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x']","['Flying 2x', 'Poison 2x', 'Bug 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/2/2c/252Treecko.png/250px-252Treecko.png,Treecko has small hooks on the bottom of its feet that enable it to scale vertical walls. This Pokémon attacks by slamming foes with its thick tail.,"['Overgrow', 'Unburden (Hidden Ability)']",
#253,Grovyle,Juptile,Wood Gecko Pokémon,"['HP: 50', 'Attack: 65', 'Defense: 45', 'Sp.Atk: 85', 'Sp.Def: 65', 'Speed: 95', 'Total: 405']",Grass,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x']","['Flying 2x', 'Poison 2x', 'Bug 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/e/ea/253Grovyle.png/250px-253Grovyle.png,The leaves growing out of Grovyle's body are convenient for camouflaging it from enemies in the forest. This Pokémon is a master at climbing trees in jungles.,"['Overgrow', 'Unburden (Hidden Ability)']",
#254,Sceptile,Jukain,Forest Pokémon,"['HP: 70', 'Attack: 85', 'Defense: 65', 'Sp.Atk: 105', 'Sp.Def: 85', 'Speed: 120', 'Total: 530']",Grass,"['Ground 0.5x', 'Grass 0.5x', 'Water 0.5x', 'Electric 0.5x']","['Flying 2x', 'Poison 2x', 'Bug 2x', 'Fire 2x', 'Ice 4x']",https://cdn.bulbagarden.net/upload/thumb/3/3e/254Sceptile.png/250px-254Sceptile.png,The leaves growing on Sceptile's body are very sharp edged. This Pokémon is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.,"['Overgrow (Sceptile)', 'Unburden (Hidden Ability)', 'Lightning Rod (Mega Sceptile)']",
#255,Torchic,Achamo,Chick Pokémon,"['HP: 45', 'Attack: 60', 'Defense: 40', 'Sp.Atk: 70', 'Sp.Def: 50', 'Speed: 45', 'Total: 310']",Fire,"['Bug 0.5x', 'Grass 0.5x', 'Fairy 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Ice 0.5x']","['Ground 2x', 'Rock 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/9/91/255Torchic.png/250px-255Torchic.png,"Torchic sticks with its Trainer, following behind with unsteady steps. This Pokémon breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black.","['Blaze', 'Speed Boost (Hidden Ability)']",
#256,Combusken,Wakasyamo,Young Fowl Pokémon,"['HP: 60', 'Attack: 85', 'Defense: 60', 'Sp.Atk: 85', 'Sp.Def: 60', 'Speed: 55', 'Total: 405']",Fire/Fighting,"['Bug 0.25x', 'Grass 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Ice 0.5x', 'Dark 0.5x']","['Flying 2x', 'Ground 2x', 'Psychic 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/2/29/256Combusken.png/250px-256Combusken.png,"Combusken toughens up its legs and thighs by running through fields and mountains. This Pokémon's legs possess both speed and power, enabling it to dole out ten kicks in one second.","['Blaze', 'Speed Boost (Hidden Ability)']",
#257,Blaziken,Bursyamo,Blaze Pokémon,"['HP: 80', 'Attack: 120', 'Defense: 70', 'Sp.Atk: 110', 'Sp.Def: 70', 'Speed: 80', 'Total: 530']",Fire/Fighting,"['Bug 0.25x', 'Grass 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Ice 0.5x', 'Dark 0.5x']","['Flying 2x', 'Ground 2x', 'Psychic 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/9/90/257Blaziken.png/250px-257Blaziken.png,"In battle, Blaziken blows out intense flames from its wrists and attacks the foe courageously. The stronger the foes, the more intensely this Pokémon's wrists burn.","['Blaze (Blaziken)', 'Speed Boost (Hidden Ability)', 'Speed Boost (Mega Blaziken)']",
#258,Mudkip,Mizugorou,Mud Fish Pokémon,"['HP: 50', 'Attack: 70', 'Defense: 50', 'Sp.Atk: 50', 'Sp.Def: 50', 'Speed: 40', 'Total: 310']",Water,"['Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x']","['Grass 2x', 'Electric 2x']",https://cdn.bulbagarden.net/upload/thumb/6/60/258Mudkip.png/250px-258Mudkip.png,"The fin on Mudkip's head acts as highly sensitive radar. Using this fin to sense movements of water and air, this Pokémon can determine what is taking place around it without using its eyes.","['Torrent', 'Damp (Hidden Ability)']",
#259,Marshtomp,Numacraw,Mud Fish Pokémon,"['HP: 70', 'Attack: 85', 'Defense: 70', 'Sp.Atk: 60', 'Sp.Def: 70', 'Speed: 50', 'Total: 405']",Water/Ground,"['Poison 0.5x', 'Rock 0.5x', 'Steel 0.5x', 'Fire 0.5x']",['Grass 4x'],https://cdn.bulbagarden.net/upload/thumb/2/27/259Marshtomp.png/250px-259Marshtomp.png,"The surface of Marshtomp's body is enveloped by a thin, sticky film that enables it to live on land. This Pokémon plays in mud on beaches when the ocean tide is low.","['Torrent', 'Damp (Hidden Ability)']",
#260,Swampert,Laglarge,Mud Fish Pokémon,"['HP: 100', 'Attack: 110', 'Defense: 90', 'Sp.Atk: 85', 'Sp.Def: 90', 'Speed: 60', 'Total: 535']",Water/Ground,"['Poison 0.5x', 'Rock 0.5x', 'Steel 0.5x', 'Fire 0.5x']",['Grass 4x'],https://cdn.bulbagarden.net/upload/thumb/b/b6/260Swampert.png/250px-260Swampert.png,Swampert is very strong. It has enough power to easily drag a boulder weighing more than a ton. This Pokémon also has powerful vision that lets it see even in murky water.,"['Torrent (Swampert)', 'Damp (Hidden Ability)', 'Swift Swim (Mega Swampert)']",
#261,Poochyena,Pochiena,Bite Pokémon,"['HP: 35', 'Attack: 55', 'Defense: 35', 'Sp.Atk: 30', 'Sp.Def: 30', 'Speed: 35', 'Total: 220']",Dark,"['Ghost 0.5x', 'Dark 0.5x']","['Fighting 2x', 'Bug 2x', 'Fairy 2x']",https://cdn.bulbagarden.net/upload/thumb/f/fc/261Poochyena.png/250px-261Poochyena.png,"At first sight, Poochyena takes a bite at anything that moves. This Pokémon chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back.","['Run Away or Quick Feet', 'Rattled (Hidden Ability)']",
#262,Mightyena,Guraena,Bite Pokémon,"['HP: 70', 'Attack: 90', 'Defense: 70', 'Sp.Atk: 60', 'Sp.Def: 60', 'Speed: 70', 'Total: 420']",Dark,"['Ghost 0.5x', 'Dark 0.5x']","['Fighting 2x', 'Bug 2x', 'Fairy 2x']",https://cdn.bulbagarden.net/upload/thumb/f/f1/262Mightyena.png/250px-262Mightyena.png,Mightyena gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This Pokémon will bite savagely with its sharply pointed fangs.,"['Intimidate or Quick Feet', 'Moxie (Hidden Ability)']",
#263,Zigzagoon,Jiguzaguma,Tiny Raccoon Pokémon,"['HP: 38', 'Attack: 30', 'Defense: 41', 'Sp.Atk: 30', 'Sp.Def: 41', 'Speed: 60', 'Total: 240']",Normal,['None'],['Fighting 2x'],https://cdn.bulbagarden.net/upload/thumb/4/47/263Zigzagoon.png/250px-263Zigzagoon.png,Zigzagoon restlessly wanders everywhere at all times. This Pokémon does so because it is very curious. It becomes interested in anything that it happens to see.,"['Pickup or Gluttony', 'Quick Feet (Hidden Ability)']",
#264,Linoone,Massuguma,Rushing Pokémon,"['HP: 78', 'Attack: 70', 'Defense: 61', 'Sp.Atk: 50', 'Sp.Def: 61', 'Speed: 100', 'Total: 420']",Normal,['None'],['Fighting 2x'],https://cdn.bulbagarden.net/upload/thumb/f/f7/264Linoone.png/250px-264Linoone.png,"Linoone always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This Pokémon is very challenged by gently curving roads.","['Pickup or Gluttony', 'Quick Feet (Hidden Ability)']",
#265,Wurmple,Kemusso,Worm Pokémon,"['HP: 45', 'Attack: 45', 'Defense: 35', 'Sp.Atk: 20', 'Sp.Def: 30', 'Speed: 20', 'Total: 195']",Bug,"['Ground 0.5x', 'Fighting 0.5x', 'Grass 0.5x']","['Flying 2x', 'Rock 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/7/76/265Wurmple.png/250px-265Wurmple.png,"Using the spikes on its rear end, Wurmple peels the bark off trees and feeds on the sap that oozes out. This Pokémon's feet are tipped with suction pads that allow it to cling to glass without slipping.","['Shield Dust', 'Run Away (Hidden Ability)']",
#266,Silcoon,Karasalis,Cocoon Pokémon,"['HP: 50', 'Attack: 35', 'Defense: 55', 'Sp.Atk: 25', 'Sp.Def: 25', 'Speed: 15', 'Total: 205']",Bug,"['Ground 0.5x', 'Fighting 0.5x', 'Grass 0.5x']","['Flying 2x', 'Rock 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/e/ef/266Silcoon.png/250px-266Silcoon.png,"Silcoon tethers itself to a tree branch using silk to keep from falling. There, this Pokémon hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole.",['Shed Skin'],
#267,Beautifly,Agehunt,Butterfly Pokémon,"['HP: 60', 'Attack: 70', 'Defense: 50', 'Sp.Atk: 90', 'Sp.Def: 50', 'Speed: 65', 'Total: 385']",Bug/Flying,"['Fighting 0.25x', 'Bug 0.5x', 'Grass 0.25x']","['Flying 2x', 'Rock 4x', 'Electric 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/4/4c/267Beautifly.png/250px-267Beautifly.png,"Beautifly's favorite food is the sweet pollen of flowers. If you want to see this Pokémon, just leave a potted flower by an open window. Beautifly is sure to come looking for pollen.","['Swarm', 'Rivalry (Hidden Ability)']",
#268,Cascoon,Mayuld,Cocoon Pokémon,"['HP: 50', 'Attack: 35', 'Defense: 55', 'Sp.Atk: 25', 'Sp.Def: 25', 'Speed: 15', 'Total: 205']",Bug,"['Ground 0.5x', 'Fighting 0.5x', 'Grass 0.5x']","['Flying 2x', 'Rock 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/a/a3/268Cascoon.png/250px-268Cascoon.png,"Cascoon makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This Pokémon prepares for its evolution inside the cocoon.",['Shed Skin'],
#269,Dustox,Dokucale,Poison Moth Pokémon,"['HP: 60', 'Attack: 50', 'Defense: 70', 'Sp.Atk: 50', 'Sp.Def: 90', 'Speed: 65', 'Total: 385']",Bug/Poison,"['Poison 0.5x', 'Fighting 0.25x', 'Bug 0.5x', 'Grass 0.25x', 'Fairy 0.5x']","['Flying 2x', 'Rock 2x', 'Psychic 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/3/34/269Dustox.png/250px-269Dustox.png,"Dustox is instinctively drawn to light. Swarms of this Pokémon are attracted by the bright light of cities, where they wreak havoc by stripping the leaves off roadside trees for food.","['Shield Dust', 'Compound Eyes (Hidden Ability)']",
#270,Lotad,Hassboh,Water Weed Pokémon,"['HP: 40', 'Attack: 30', 'Defense: 30', 'Sp.Atk: 40', 'Sp.Def: 50', 'Speed: 30', 'Total: 220']",Water/Grass,"['Ground 0.5x', 'Steel 0.5x', 'Water 0.25x']","['Flying 2x', 'Poison 2x', 'Bug 2x']",https://cdn.bulbagarden.net/upload/thumb/e/ee/270Lotad.png/250px-270Lotad.png,"Lotad live in ponds and lakes, where they float on the surface. It grows weak if its broad leaf dies. On rare occasions, this Pokémon travels on land in search of clean water.","['Swift Swim or Rain Dish', 'Own Tempo (Hidden Ability)']",
#271,Lombre,Hasubrero,Jolly Pokémon,"['HP: 60', 'Attack: 50', 'Defense: 50', 'Sp.Atk: 60', 'Sp.Def: 70', 'Speed: 50', 'Total: 340']",Water/Grass,"['Ground 0.5x', 'Steel 0.5x', 'Water 0.25x']","['Flying 2x', 'Poison 2x', 'Bug 2x']",https://cdn.bulbagarden.net/upload/thumb/8/8b/271Lombre.png/250px-271Lombre.png,"Lombre is nocturnal - it will get active after dusk. It is also a mischief-maker. When this Pokémon spots anglers, it tugs on their fishing lines from beneath the surface and enjoys their consternation.","['Swift Swim or Rain Dish', 'Own Tempo (Hidden Ability)']",
#272,Ludicolo,Runpappa,Carefree Pokémon,"['HP: 80', 'Attack: 70', 'Defense: 70', 'Sp.Atk: 90', 'Sp.Def: 100', 'Speed: 70', 'Total: 480']",Water/Grass,"['Ground 0.5x', 'Steel 0.5x', 'Water 0.25x']","['Flying 2x', 'Poison 2x', 'Bug 2x']",https://cdn.bulbagarden.net/upload/thumb/f/ff/272Ludicolo.png/250px-272Ludicolo.png,"Ludicolo begins dancing as soon as it hears cheerful, festive music. This Pokémon is said to appear when it hears the singing of children on hiking outings.","['Swift Swim or Rain Dish', 'Own Tempo (Hidden Ability)']",
#273,Seedot,Taneboh,Acorn Pokémon,"['HP: 40', 'Attack: 40', 'Defense: 50', 'Sp.Atk: 30', 'Sp.Def: 30', 'Speed: 30', 'Total: 220']",Grass,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x']","['Flying 2x', 'Poison 2x', 'Bug 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/8/84/273Seedot.png/250px-273Seedot.png,"Seedot attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this Pokémon's body becomes.","['Chlorophyll or Early Bird', 'Pickpocket (Hidden Ability)']",
#274,Nuzleaf,Konohana,Wily Pokémon,"['HP: 70', 'Attack: 70', 'Defense: 40', 'Sp.Atk: 60', 'Sp.Def: 40', 'Speed: 60', 'Total: 340']",Grass/Dark,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Ghost 0.5x', 'Water 0.5x', 'Dark 0.5x']","['Flying 2x', 'Poison 2x', 'Fighting 2x', 'Bug 4x', 'Fairy 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/0/07/274Nuzleaf.png/250px-274Nuzleaf.png,Nuzleaf live in densely overgrown forests. They occasionally venture out of the forest to scare people. This Pokémon dislikes having its long nose pinched.,"['Chlorophyll or Early Bird', 'Pickpocket (Hidden Ability)']",
#275,Shiftry,Dirteng,Wicked Pokémon,"['HP: 90', 'Attack: 100', 'Defense: 60', 'Sp.Atk: 90', 'Sp.Def: 60', 'Speed: 80', 'Total: 480']",Grass/Dark,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Ghost 0.5x', 'Water 0.5x', 'Dark 0.5x']","['Flying 2x', 'Poison 2x', 'Fighting 2x', 'Bug 4x', 'Fairy 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/f/f7/275Shiftry.png/250px-275Shiftry.png,Shiftry is a mysterious Pokémon that is said to live atop towering trees dating back over a thousand years. It creates terrific windstorms with the fans it holds.,"['Chlorophyll or Early Bird', 'Pickpocket (Hidden Ability)']",
#276,Taillow,Subame,Tiny Swallow Pokémon,"['HP: 40', 'Attack: 55', 'Defense: 30', 'Sp.Atk: 30', 'Sp.Def: 30', 'Speed: 85', 'Total: 270']",Normal/Flying,"['Bug 0.5x', 'Grass 0.5x']","['Rock 2x', 'Electric 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/e/e4/276Taillow.png/250px-276Taillow.png,"Taillow courageously stands its ground against foes, however strong they may be. This gutsy Pokémon will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.","['Guts', 'Scrappy (Hidden Ability)']",
#277,Swellow,Ohsubame,Swallow Pokémon,"['HP: 60', 'Attack: 85', 'Defense: 60', 'Sp.Atk: 50', 'Sp.Def: 50', 'Speed: 125', 'Total: 430']",Normal/Flying,"['Bug 0.5x', 'Grass 0.5x']","['Rock 2x', 'Electric 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/4/45/277Swellow.png/250px-277Swellow.png,"Swellow flies high above our heads, making graceful arcs in the sky. This Pokémon dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by Swellow's clawed feet, preventing escape.","['Guts', 'Scrappy (Hidden Ability)']",
#278,Wingull,Camome,Seagull Pokémon,"['HP: 40', 'Attack: 30', 'Defense: 30', 'Sp.Atk: 55', 'Sp.Def: 30', 'Speed: 85', 'Total: 270']",Water/Flying,"['Fighting 0.5x', 'Bug 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Water 0.5x']","['Rock 2x', 'Electric 4x']",https://cdn.bulbagarden.net/upload/thumb/3/39/278Wingull.png/250px-278Wingull.png,Wingull has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This Pokémon rides the winds and flies as if it were skating across the sky.,"['Keen Eye or Hydration', 'Rain Dish (Hidden Ability)']",
#279,Pelipper,Pelipper,Water Bird Pokémon,"['HP: 60', 'Attack: 50', 'Defense: 100', 'Sp.Atk: 85', 'Sp.Def: 70', 'Speed: 65', 'Total: 430']",Water/Flying,"['Fighting 0.5x', 'Bug 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Water 0.5x']","['Rock 2x', 'Electric 4x']",https://cdn.bulbagarden.net/upload/thumb/f/f2/279Pelipper.png/250px-279Pelipper.png,Pelipper is a flying transporter that carries small Pokémon and Eggs inside its massive bill. This Pokémon builds its nest on steep cliffs facing the sea.,"['Keen Eye or Drizzle', 'Rain Dish (Hidden Ability)']",
#280,Ralts,Ralts,Feeling Pokémon,"['HP: 28', 'Attack: 25', 'Defense: 25', 'Sp.Atk: 45', 'Sp.Def: 35', 'Speed: 40', 'Total: 198']",Psychic/Fairy,"['Fighting 0.25x', 'Psychic 0.5x']","['Poison 2x', 'Ghost 2x', 'Steel 2x']",https://cdn.bulbagarden.net/upload/thumb/e/e1/280Ralts.png/250px-280Ralts.png,"Ralts senses the emotions of people using the horns on its head. This Pokémon rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition.","['Synchronize or Trace', 'Telepathy (Hidden Ability)']",
